Datum;BundeslandID;Name;BestaetigteFaelleBundeslaender;Todesfaelle;Genesen;Hospitalisierung;Intensivstation;Testungen;TestungenPCR;TestungenAntigen
2021-06-18T09:30:00+02:00;10;Österreich;649309;10677;635544;263;86;50183597;11970036;38213561
2021-06-19T09:30:00+02:00;1;Burgenland;18361;343;17975;8;3;2026391;232923;1793468
2021-06-19T09:30:00+02:00;2;Kärnten;40203;819;39325;24;3;1977462;315370;1662092
2021-06-19T09:30:00+02:00;3;Niederösterreich;110616;1814;107746;45;21;10222213;1955315;8266898
2021-06-19T09:30:00+02:00;4;Oberösterreich;116818;1755;115001;18;11;7687434;746058;6941376
2021-06-19T09:30:00+02:00;5;Salzburg;49144;585;48463;11;1;2950878;404397;2546481
2021-06-19T09:30:00+02:00;6;Steiermark;79505;2075;77387;7;0;6555795;764261;5791534
2021-06-19T09:30:00+02:00;7;Tirol;63766;633;62928;18;7;4783428;981678;3801750
2021-06-19T09:30:00+02:00;8;Vorarlberg;30730;304;30278;7;6;2879780;264316;2615464
2021-06-19T09:30:00+02:00;9;Wien;140302;2351;136783;113;31;11580548;6387685;5192863
2021-06-19T09:30:00+02:00;10;Österreich;649445;10679;635886;251;83;50663929;12052003;38611926
2021-06-20T09:30:00+02:00;1;Burgenland;18366;343;17978;8;3;2039220;232946;1806274
2021-06-20T09:30:00+02:00;2;Kärnten;40212;819;39339;24;3;1977544;315452;1662092
2021-06-20T09:30:00+02:00;3;Niederösterreich;110647;1814;107811;45;21;10320165;1958547;8361618
2021-06-20T09:30:00+02:00;4;Oberösterreich;116834;1756;115036;17;11;7776776;746432;7030344
2021-06-20T09:30:00+02:00;5;Salzburg;49144;585;48468;10;1;2988333;404516;2583817
2021-06-20T09:30:00+02:00;6;Steiermark;79514;2075;77369;6;0;6634725;764562;5870163
2021-06-20T09:30:00+02:00;7;Tirol;63774;633;62961;16;7;4792662;983031;3809631
2021-06-20T09:30:00+02:00;8;Vorarlberg;30734;304;30290;7;6;2886022;264584;2621438
2021-06-20T09:30:00+02:00;9;Wien;140351;2351;136873;118;32;11667419;6431378;5236041
2021-06-20T09:30:00+02:00;10;Österreich;649576;10680;636125;251;84;51082866;12101448;38981418
2021-06-21T09:30:00+02:00;1;Burgenland;18367;343;17981;7;3;2052395;233118;1819277
2021-06-21T09:30:00+02:00;2;Kärnten;40216;819;39348;21;2;1977658;315566;1662092
2021-06-21T09:30:00+02:00;3;Niederösterreich;110657;1814;107857;42;19;10414049;1961692;8452357
2021-06-21T09:30:00+02:00;4;Oberösterreich;116843;1756;115069;16;11;7863422;746865;7116557
2021-06-21T09:30:00+02:00;5;Salzburg;49150;585;48472;9;1;3019003;404691;2614312
2021-06-21T09:30:00+02:00;6;Steiermark;79521;2075;77381;6;0;6702817;765124;5937693
2021-06-21T09:30:00+02:00;7;Tirol;63778;633;63008;15;7;4801848;984069;3817779
2021-06-21T09:30:00+02:00;8;Vorarlberg;30742;304;30290;8;4;2889717;264672;2625045
2021-06-21T09:30:00+02:00;9;Wien;140396;2351;136959;113;33;11736974;6457420;5279554
2021-06-21T09:30:00+02:00;10;Österreich;649670;10680;636365;237;80;51457883;12133217;39324666
2021-06-22T09:30:00+02:00;1;Burgenland;18370;343;17983;6;3;2063940;233253;1830687
2021-06-22T09:30:00+02:00;2;Kärnten;40206;819;39344;21;2;1978219;316127;1662092
2021-06-22T09:30:00+02:00;3;Niederösterreich;110674;1814;107899;45;18;10484220;1964792;8519428
2021-06-22T09:30:00+02:00;4;Oberösterreich;116861;1757;115087;24;12;7920724;747531;7173193
2021-06-22T09:30:00+02:00;5;Salzburg;49151;585;48485;9;1;3052367;405570;2646797
2021-06-22T09:30:00+02:00;6;Steiermark;79517;2077;77385;6;0;6766613;766533;6000080
2021-06-22T09:30:00+02:00;7;Tirol;63786;633;63027;17;7;4809465;985873;3823592
2021-06-22T09:30:00+02:00;8;Vorarlberg;30751;304;30317;8;2;3288639;264811;3023828
2021-06-22T09:30:00+02:00;9;Wien;140412;2352;136996;108;31;11799322;6486935;5312387
2021-06-22T09:30:00+02:00;10;Österreich;649728;10684;636523;244;76;52163509;12171425;39992084
2021-06-23T09:30:00+02:00;1;Burgenland;18377;343;17995;7;2;2073449;233388;1840061
2021-06-23T09:30:00+02:00;2;Kärnten;40188;819;39330;22;2;1981055;318159;1662896
2021-06-23T09:30:00+02:00;3;Niederösterreich;110692;1815;107939;40;17;10553682;1967399;8586283
2021-06-23T09:30:00+02:00;4;Oberösterreich;116885;1757;115104;20;12;7973461;748197;7225264
2021-06-23T09:30:00+02:00;5;Salzburg;49154;585;48493;8;0;3074226;406536;2667690
2021-06-23T09:30:00+02:00;6;Steiermark;79527;2078;77404;6;0;6853661;767167;6086494
2021-06-23T09:30:00+02:00;7;Tirol;63790;633;63054;15;6;4815067;986689;3828378
2021-06-23T09:30:00+02:00;8;Vorarlberg;30758;304;30327;7;2;3302104;264984;3037120
2021-06-23T09:30:00+02:00;9;Wien;140474;2352;137094;111;28;11926667;6586585;5340082
2021-06-23T09:30:00+02:00;10;Österreich;649845;10686;636740;236;69;52553372;12279104;40274268
2021-06-24T09:30:00+02:00;1;Burgenland;18381;343;17995;7;2;2083776;233527;1850249
2021-06-24T09:30:00+02:00;2;Kärnten;40189;819;39333;23;2;1981250;318354;1662896
2021-06-24T09:30:00+02:00;3;Niederösterreich;110708;1815;107981;34;15;10621263;1971371;8649892
2021-06-24T09:30:00+02:00;4;Oberösterreich;116894;1757;115123;19;11;7994979;748796;7246183
2021-06-24T09:30:00+02:00;5;Salzburg;49163;585;48502;3;0;3097940;407443;2690497
2021-06-24T09:30:00+02:00;6;Steiermark;79524;2088;77394;4;0;6909925;767963;6141962
2021-06-24T09:30:00+02:00;7;Tirol;63795;633;63071;13;7;4821648;987556;3834092
2021-06-24T09:30:00+02:00;8;Vorarlberg;30761;305;30345;6;1;3317855;265055;3052800
2021-06-24T09:30:00+02:00;9;Wien;140507;2352;137179;108;32;12015642;6647475;5368167
2021-06-24T09:30:00+02:00;10;Österreich;649922;10697;636923;217;70;52844278;12347540;40496738
2021-06-25T09:30:00+02:00;1;Burgenland;18387;343;17999;7;2;2093723;233848;1859875
2021-06-25T09:30:00+02:00;2;Kärnten;40186;819;39338;20;2;1981348;318452;1662896
2021-06-25T09:30:00+02:00;3;Niederösterreich;110730;1815;108007;27;14;10690025;1974866;8715159
2021-06-25T09:30:00+02:00;4;Oberösterreich;116910;1757;115117;19;11;8082568;749485;7333083
2021-06-25T09:30:00+02:00;5;Salzburg;49162;586;48508;3;0;3120176;408367;2711809
2021-06-25T09:30:00+02:00;6;Steiermark;79520;2088;77331;4;1;6962076;768623;6193453
2021-06-25T09:30:00+02:00;7;Tirol;63800;634;63089;13;6;4928619;988424;3940195
2021-06-25T09:30:00+02:00;8;Vorarlberg;30764;306;30371;7;2;3331638;265149;3066489
2021-06-25T09:30:00+02:00;9;Wien;140557;2352;137291;97;31;12105765;6710845;5394920
2021-06-25T09:30:00+02:00;10;Österreich;650016;10700;637051;197;69;53295938;12418059;40877879
2021-06-26T09:30:00+02:00;1;Burgenland;18397;343;18000;7;2;2103171;233956;1869215
2021-06-26T09:30:00+02:00;2;Kärnten;40229;819;39381;18;3;2004568;318544;1686024
2021-06-26T09:30:00+02:00;3;Niederösterreich;110751;1815;108032;27;14;10774070;1978427;8795643
2021-06-26T09:30:00+02:00;4;Oberösterreich;116921;1757;115140;19;11;8155591;750027;7405564
2021-06-26T09:30:00+02:00;5;Salzburg;49161;585;48516;3;0;3150244;408578;2741666
2021-06-26T09:30:00+02:00;6;Steiermark;79527;2088;77336;4;1;7035376;769039;6266337
2021-06-26T09:30:00+02:00;7;Tirol;63806;634;63094;11;5;4937564;989483;3948081
2021-06-26T09:30:00+02:00;8;Vorarlberg;30767;306;30390;7;2;3353242;265217;3088025
2021-06-26T09:30:00+02:00;9;Wien;140632;2352;137349;105;34;12199720;6771588;5428132
2021-06-26T09:30:00+02:00;10;Österreich;650191;10699;637238;201;72;53713546;12484859;41228687
2021-06-27T09:30:00+02:00;1;Burgenland;18398;343;18004;7;2;2122735;234154;1888581
2021-06-27T09:30:00+02:00;2;Kärnten;40226;819;39384;18;3;2004600;318576;1686024
2021-06-27T09:30:00+02:00;3;Niederösterreich;110764;1815;108052;24;12;10860588;1981489;8879099
2021-06-27T09:30:00+02:00;4;Oberösterreich;116931;1757;115154;19;11;8230399;750238;7480161
2021-06-27T09:30:00+02:00;5;Salzburg;49165;585;48520;3;0;3182300;408698;2773602
2021-06-27T09:30:00+02:00;6;Steiermark;79527;2089;77340;4;1;7108156;769214;6338942
2021-06-27T09:30:00+02:00;7;Tirol;63808;634;63106;11;5;4945351;989855;3955496
2021-06-27T09:30:00+02:00;8;Vorarlberg;30768;306;30396;7;2;3372599;265298;3107301
2021-06-27T09:30:00+02:00;9;Wien;140674;2352;137468;94;26;12199720;6771588;5428132
2021-06-27T09:30:00+02:00;10;Österreich;650261;10700;637424;187;62;54026448;12489110;41537338
2021-06-28T09:30:00+02:00;1;Burgenland;18400;343;18008;7;2;2133953;234649;1899304
2021-06-28T09:30:00+02:00;2;Kärnten;40225;819;39388;19;2;2004662;318638;1686024
2021-06-28T09:30:00+02:00;3;Niederösterreich;110773;1815;108071;25;12;10946930;1984462;8962468
2021-06-28T09:30:00+02:00;4;Oberösterreich;116931;1757;115166;18;11;8309730;750742;7558988
2021-06-28T09:30:00+02:00;5;Salzburg;49170;586;48526;2;0;3210537;408888;2801649
2021-06-28T09:30:00+02:00;6;Steiermark;79530;2089;77350;4;1;7168756;770261;6398495
2021-06-28T09:30:00+02:00;7;Tirol;63809;634;63112;11;5;4953109;990375;3962734
2021-06-28T09:30:00+02:00;8;Vorarlberg;30773;306;30396;4;2;3391186;265355;3125831
2021-06-28T09:30:00+02:00;9;Wien;140713;2352;137528;89;24;12335199;6836966;5498233
2021-06-28T09:30:00+02:00;10;Österreich;650324;10701;637545;179;59;54454062;12560336;41893726
2021-06-29T09:30:00+02:00;1;Burgenland;18407;343;18012;7;2;2146251;234885;1911366
2021-06-29T09:30:00+02:00;2;Kärnten;40190;819;39360;20;2;2004843;318819;1686024
2021-06-29T09:30:00+02:00;3;Niederösterreich;110791;1815;108093;27;12;11017403;1987333;9030070
2021-06-29T09:30:00+02:00;4;Oberösterreich;116937;1757;115169;20;9;8364849;751415;7613434
2021-06-29T09:30:00+02:00;5;Salzburg;49162;586;48528;2;0;3243318;409725;2833593
2021-06-29T09:30:00+02:00;6;Steiermark;79537;2089;77353;4;1;7229806;770916;6458890
2021-06-29T09:30:00+02:00;7;Tirol;63814;634;63116;11;6;4959296;991365;3967931
2021-06-29T09:30:00+02:00;8;Vorarlberg;30777;306;30413;5;3;3409273;265488;3143785
2021-06-29T09:30:00+02:00;9;Wien;140738;2351;137569;89;22;12429991;6901709;5528282
2021-06-29T09:30:00+02:00;10;Österreich;650353;10700;637613;185;57;54805030;12631655;42173375
2021-06-30T09:30:00+02:00;1;Burgenland;18411;343;18016;6;2;2155121;235023;1920098
2021-06-30T09:30:00+02:00;2;Kärnten;40190;820;39355;20;2;2005306;319282;1686024
2021-06-30T09:30:00+02:00;3;Niederösterreich;110804;1815;108121;30;12;11067509;1989629;9077880
2021-06-30T09:30:00+02:00;4;Oberösterreich;116938;1757;115171;10;6;8409696;752165;7657531
2021-06-30T09:30:00+02:00;5;Salzburg;49157;586;48529;4;0;3262409;410585;2851824
2021-06-30T09:30:00+02:00;6;Steiermark;79537;2089;77361;4;1;7293891;771642;6522249
2021-06-30T09:30:00+02:00;7;Tirol;63817;634;63121;10;5;4964111;992145;3971966
2021-06-30T09:30:00+02:00;8;Vorarlberg;30779;306;30426;4;2;3421341;265664;3155677
2021-06-30T09:30:00+02:00;9;Wien;140779;2353;137650;85;30;12516893;6958825;5558068
2021-06-30T09:30:00+02:00;10;Österreich;650412;10703;637750;173;60;55096277;12694960;42401317
2021-07-01T09:30:00+02:00;1;Burgenland;18413;343;18028;6;2;2160674;235316;1925358
2021-07-01T09:30:00+02:00;2;Kärnten;40179;820;39346;19;2;2005566;319542;1686024
2021-07-01T09:30:00+02:00;3;Niederösterreich;110827;1816;108145;30;13;11138987;1993143;9145844
2021-07-01T09:30:00+02:00;4;Oberösterreich;116943;1757;115177;12;6;8464089;752616;7711473
2021-07-01T09:30:00+02:00;5;Salzburg;49155;586;48534;4;0;3283950;411461;2872489
2021-07-01T09:30:00+02:00;6;Steiermark;79543;2089;77368;4;1;7293891;772364;6569703
2021-07-01T09:30:00+02:00;7;Tirol;63818;634;63132;9;5;5066736;992840;4073896
2021-07-01T09:30:00+02:00;8;Vorarlberg;30780;306;30432;5;2;3435819;265755;3170064
2021-07-01T09:30:00+02:00;9;Wien;140816;2355;137747;77;21;12601512;7014556;5586956
2021-07-01T09:30:00+02:00;10;Österreich;650474;10706;637909;166;52;55451224;12757593;42741807
2021-07-02T09:30:00+02:00;1;Burgenland;18414;343;18030;7;3;2166515;235628;1930887
2021-07-02T09:30:00+02:00;2;Kärnten;40173;820;39339;16;2;2005704;319680;1686024
2021-07-02T09:30:00+02:00;3;Niederösterreich;110846;1816;108162;26;12;11200979;1996284;9204695
2021-07-02T09:30:00+02:00;4;Oberösterreich;116958;1757;115200;10;6;8515835;753295;7762540
2021-07-02T09:30:00+02:00;5;Salzburg;49158;586;48538;4;0;3306333;412353;2893980
2021-07-02T09:30:00+02:00;6;Steiermark;79544;2091;77376;4;2;7293891;772916;6616543
2021-07-02T09:30:00+02:00;7;Tirol;63820;634;63140;9;4;5073133;993638;4079495
2021-07-02T09:30:00+02:00;8;Vorarlberg;30786;307;30437;4;2;3449291;265857;3183434
2021-07-02T09:30:00+02:00;9;Wien;140870;2355;137810;73;20;12698933;7084058;5614875
2021-07-02T09:30:00+02:00;10;Österreich;650569;10709;638032;153;51;55710614;12833709;42972473
2021-07-03T09:30:00+02:00;1;Burgenland;18414;343;18031;6;2;2192030;235866;1956164
2021-07-03T09:30:00+02:00;2;Kärnten;40172;820;39340;16;2;2005838;319814;1686024
2021-07-03T09:30:00+02:00;3;Niederösterreich;110864;1816;108185;20;9;11272519;1999971;9272548
2021-07-03T09:30:00+02:00;4;Oberösterreich;116970;1757;115219;10;6;8592464;753643;7838821
2021-07-03T09:30:00+02:00;5;Salzburg;49166;586;48541;3;0;3335947;412552;2923395
2021-07-03T09:30:00+02:00;6;Steiermark;79540;2091;77378;3;1;7293891;773219;6691006
2021-07-03T09:30:00+02:00;7;Tirol;63821;634;63148;9;4;5083147;994120;4089027
2021-07-03T09:30:00+02:00;8;Vorarlberg;30788;307;30440;4;2;3470674;265944;3204730
2021-07-03T09:30:00+02:00;9;Wien;140927;2355;137885;70;20;12808039;7161043;5646996
2021-07-03T09:30:00+02:00;10;Österreich;650662;10709;638167;141;46;56054549;12916172;43308711
2021-07-04T09:30:00+02:00;1;Burgenland;18423;343;18036;6;2;2203993;236305;1967688
2021-07-04T09:30:00+02:00;2;Kärnten;40171;820;39342;15;1;2005860;319836;1686024
2021-07-04T09:30:00+02:00;3;Niederösterreich;110880;1816;108246;17;9;11351880;2002541;9349339
2021-07-04T09:30:00+02:00;4;Oberösterreich;116974;1757;115228;10;6;8677150;753973;7923177
2021-07-04T09:30:00+02:00;5;Salzburg;49167;586;48545;3;0;3369518;412641;2956877
2021-07-04T09:30:00+02:00;6;Steiermark;79543;2091;77384;3;1;7538743;773354;6765389
2021-07-04T09:30:00+02:00;7;Tirol;63823;634;63153;9;4;5091156;994389;4096767
2021-07-04T09:30:00+02:00;8;Vorarlberg;30792;307;30448;4;2;3489689;266018;3223671
2021-07-04T09:30:00+02:00;9;Wien;140964;2355;137937;65;19;12887825;7209068;5678757
2021-07-04T09:30:00+02:00;10;Österreich;650737;10709;638319;132;44;56615814;12968125;43647689
2021-07-05T09:30:00+02:00;1;Burgenland;18428;343;18039;6;2;2216063;236423;1979640
2021-07-05T09:30:00+02:00;2;Kärnten;40171;820;39343;16;2;2005946;319922;1686024
2021-07-05T09:30:00+02:00;3;Niederösterreich;110886;1818;108230;16;9;11425791;2005202;9420589
2021-07-05T09:30:00+02:00;4;Oberösterreich;116984;1757;115244;9;6;8748457;754298;7994159
2021-07-05T09:30:00+02:00;5;Salzburg;49170;586;48546;3;0;3393921;412799;2981122
2021-07-05T09:30:00+02:00;6;Steiermark;79546;2091;77387;0;0;7588389;773842;6814547
2021-07-05T09:30:00+02:00;7;Tirol;63831;634;63157;9;4;5098875;994733;4104142
2021-07-05T09:30:00+02:00;8;Vorarlberg;30792;307;30448;4;2;3503656;266059;3237597
2021-07-05T09:30:00+02:00;9;Wien;141009;2357;137984;62;19;12956818;7245493;5711325
2021-07-05T09:30:00+02:00;10;Österreich;650817;10713;638378;125;44;56937916;13008771;43929145
2021-07-06T09:30:00+02:00;1;Burgenland;18429;343;18049;6;2;2227078;236668;1990410
2021-07-06T09:30:00+02:00;2;Kärnten;40173;820;39345;16;2;2026456;320152;1706304
2021-07-06T09:30:00+02:00;3;Niederösterreich;110895;1820;108244;16;9;11497689;2007836;9489853
2021-07-06T09:30:00+02:00;4;Oberösterreich;116990;1757;115253;13;6;8804234;754778;8049456
2021-07-06T09:30:00+02:00;5;Salzburg;49168;586;48549;3;0;3423985;413394;3010591
2021-07-06T09:30:00+02:00;6;Steiermark;79555;2091;77391;5;2;7642510;774070;6868440
2021-07-06T09:30:00+02:00;7;Tirol;63837;635;63170;9;3;5105827;995267;4110560
2021-07-06T09:30:00+02:00;8;Vorarlberg;30792;308;30451;3;2;3518471;266124;3252347
2021-07-06T09:30:00+02:00;9;Wien;141062;2358;138004;57;21;13039047;7303311;5735736
2021-07-06T09:30:00+02:00;10;Österreich;650901;10718;638456;128;47;57285297;13071600;44213697
2021-07-07T09:30:00+02:00;1;Burgenland;18436;343;18055;6;1;2239293;236920;2002373
2021-07-07T09:30:00+02:00;2;Kärnten;40169;820;39340;16;2;2027343;320348;1706995
2021-07-07T09:30:00+02:00;3;Niederösterreich;110915;1821;108265;14;9;11568680;2010400;9558280
2021-07-07T09:30:00+02:00;4;Oberösterreich;117011;1757;115262;9;5;8864096;755387;8108709
2021-07-07T09:30:00+02:00;5;Salzburg;49170;586;48552;3;0;3448373;414222;3034151
2021-07-07T09:30:00+02:00;6;Steiermark;79557;2091;77398;3;2;7707500;775864;6931636
2021-07-07T09:30:00+02:00;7;Tirol;63840;635;63172;7;3;5111796;995934;4115862
2021-07-07T09:30:00+02:00;8;Vorarlberg;30795;308;30456;2;2;3532307;266210;3266097
2021-07-07T09:30:00+02:00;9;Wien;141115;2358;138066;59;23;13121897;7362422;5759475
2021-07-07T09:30:00+02:00;10;Österreich;651008;10719;638566;119;47;57621285;13137707;44483578
2021-07-08T09:30:00+02:00;1;Burgenland;18436;343;18062;6;1;2249689;237135;2012554
2021-07-08T09:30:00+02:00;2;Kärnten;40142;821;39313;15;2;2027526;320531;1706995
2021-07-08T09:30:00+02:00;3;Niederösterreich;110938;1822;108274;15;8;11635393;2013841;9621552
2021-07-08T09:30:00+02:00;4;Oberösterreich;117032;1757;115269;8;5;8920037;755919;8164118
2021-07-08T09:30:00+02:00;5;Salzburg;49174;586;48558;4;0;3472626;414955;3057671
2021-07-08T09:30:00+02:00;6;Steiermark;79568;2091;77405;1;1;7760470;776493;6983977
2021-07-08T09:30:00+02:00;7;Tirol;63857;635;63176;6;3;5184975;996493;4188482
2021-07-08T09:30:00+02:00;8;Vorarlberg;30796;308;30459;2;2;3547051;266266;3280785
2021-07-08T09:30:00+02:00;9;Wien;141185;2358;138102;55;20;13206040;7422786;5783254
2021-07-08T09:30:00+02:00;10;Österreich;651128;10721;638618;112;42;58003807;13204419;44799388
2021-07-09T09:30:00+02:00;1;Burgenland;18440;343;18067;5;1;2261862;237387;2024475
2021-07-09T09:30:00+02:00;2;Kärnten;40153;821;39306;12;2;2027616;320621;1706995
2021-07-09T09:30:00+02:00;3;Niederösterreich;110958;1822;108292;16;9;11699461;2016826;9682635
2021-07-09T09:30:00+02:00;4;Oberösterreich;117061;1757;115279;7;4;8972783;756425;8216358
2021-07-09T09:30:00+02:00;5;Salzburg;49184;586;48554;4;0;3496858;415810;3081048
2021-07-09T09:30:00+02:00;6;Steiermark;79575;2091;77407;1;1;7819271;777047;7042224
2021-07-09T09:30:00+02:00;7;Tirol;63897;635;63203;6;3;5192544;997236;4195308
2021-07-09T09:30:00+02:00;8;Vorarlberg;30800;308;30461;2;2;3561206;266362;3294844
2021-07-09T09:30:00+02:00;9;Wien;141252;2359;138150;56;21;13286436;7479627;5806809
2021-07-09T09:30:00+02:00;10;Österreich;651320;10722;638719;109;43;58318037;13267341;45050696
2021-07-10T09:30:00+02:00;1;Burgenland;18441;343;18069;4;1;2280028;237460;2042568
2021-07-10T09:30:00+02:00;2;Kärnten;40150;821;39296;12;2;2027758;320763;1706995
2021-07-10T09:30:00+02:00;3;Niederösterreich;110976;1822;108305;15;9;11774404;2017489;9756915
2021-07-10T09:30:00+02:00;4;Oberösterreich;117077;1757;115289;7;4;9053410;757120;8296290
2021-07-10T09:30:00+02:00;5;Salzburg;49176;586;48555;3;0;3530403;416314;3114089
2021-07-10T09:30:00+02:00;6;Steiermark;79585;2091;77411;2;1;7898719;777484;7121235
2021-07-10T09:30:00+02:00;7;Tirol;63915;635;63202;5;2;5203048;997909;4205139
2021-07-10T09:30:00+02:00;8;Vorarlberg;30807;308;30463;2;2;3584352;266535;3317817
2021-07-10T09:30:00+02:00;9;Wien;141326;2360;138224;55;22;13379811;7546244;5833567
2021-07-10T09:30:00+02:00;10;Österreich;651453;10723;638814;105;43;58731933;13337318;45394615
2021-07-11T09:30:00+02:00;1;Burgenland;18442;343;18069;4;1;2294319;237643;2056676
2021-07-11T09:30:00+02:00;2;Kärnten;40154;821;39296;12;2;2027837;320842;1706995
2021-07-11T09:30:00+02:00;3;Niederösterreich;110995;1822;108321;15;9;11859932;2020314;9839618
2021-07-11T09:30:00+02:00;4;Oberösterreich;117086;1757;115298;7;4;9139090;757423;8381667
2021-07-11T09:30:00+02:00;5;Salzburg;49181;586;48554;3;0;3565844;416430;3149414
2021-07-11T09:30:00+02:00;6;Steiermark;79603;2091;77415;2;1;7976126;777627;7198499
2021-07-11T09:30:00+02:00;7;Tirol;63928;635;63203;5;2;5213119;998284;4214835
2021-07-11T09:30:00+02:00;8;Vorarlberg;30811;308;30466;2;2;3605956;266596;3339360
2021-07-11T09:30:00+02:00;9;Wien;141412;2360;138267;52;18;13461676;7600119;5861557
2021-07-11T09:30:00+02:00;10;Österreich;651612;10723;638889;102;39;59143899;13395278;45748621
2021-07-12T09:30:00+02:00;1;Burgenland;18444;343;18069;4;1;2303797;237779;2066018
2021-07-12T09:30:00+02:00;2;Kärnten;40162;821;39296;12;2;2027934;320939;1706995
2021-07-12T09:30:00+02:00;3;Niederösterreich;111013;1822;108334;18;9;11921741;2023332;9898409
2021-07-12T09:30:00+02:00;4;Oberösterreich;117121;1757;115311;6;3;9207415;757835;8449580
2021-07-12T09:30:00+02:00;5;Salzburg;49187;586;48555;3;0;3589262;416589;3172673
2021-07-12T09:30:00+02:00;6;Steiermark;79626;2091;77419;2;1;8025027;778071;7246956
2021-07-12T09:30:00+02:00;7;Tirol;63940;635;63208;5;2;5221869;998904;4222965
2021-07-12T09:30:00+02:00;8;Vorarlberg;30817;308;30466;1;1;3621793;266636;3355157
2021-07-12T09:30:00+02:00;9;Wien;141494;2360;138307;52;16;13501183;7616472;5884711
2021-07-12T09:30:00+02:00;10;Österreich;651804;10723;638965;103;35;59420021;13416557;46003464
2021-07-13T09:30:00+02:00;1;Burgenland;18446;343;18074;2;1;2315231;237929;2077302
2021-07-13T09:30:00+02:00;2;Kärnten;40178;822;39293;12;2;2028134;321139;1706995
2021-07-13T09:30:00+02:00;3;Niederösterreich;111032;1822;108355;20;9;11983442;2026280;9957162
2021-07-13T09:30:00+02:00;4;Oberösterreich;117143;1757;115320;11;2;9268564;758434;8510130
2021-07-13T09:30:00+02:00;5;Salzburg;49192;586;48554;3;0;3631403;417375;3214028
2021-07-13T09:30:00+02:00;6;Steiermark;79664;2091;77422;2;1;8091563;779339;7312224
2021-07-13T09:30:00+02:00;7;Tirol;63970;635;63213;6;2;5230166;999697;4230469
2021-07-13T09:30:00+02:00;8;Vorarlberg;30820;308;30473;1;1;3639021;266697;3372324
2021-07-13T09:30:00+02:00;9;Wien;141577;2360;138331;54;21;13578972;7670876;5908096
2021-07-13T09:30:00+02:00;10;Österreich;652022;10724;639035;111;39;59766496;13477766;46288730
2021-07-14T09:30:00+02:00;1;Burgenland;18446;343;18079;2;0;2325669;238406;2087263
2021-07-14T09:30:00+02:00;2;Kärnten;40228;822;39336;16;2;2028258;321263;1706995
2021-07-14T09:30:00+02:00;3;Niederösterreich;111083;1822;108365;24;9;12038291;2028591;10009700
2021-07-14T09:30:00+02:00;4;Oberösterreich;117182;1757;115326;8;2;9285055;759078;8525977
2021-07-14T09:30:00+02:00;5;Salzburg;49210;587;48555;4;0;3654719;418233;3236486
2021-07-14T09:30:00+02:00;6;Steiermark;79696;2091;77424;3;1;8160815;780031;7380784
2021-07-14T09:30:00+02:00;7;Tirol;63993;635;63221;5;1;5237486;1000687;4236799
2021-07-14T09:30:00+02:00;8;Vorarlberg;30830;308;30476;0;0;3652329;266788;3385541
2021-07-14T09:30:00+02:00;9;Wien;141686;2361;138372;52;18;13665654;7736770;5928884
2021-07-14T09:30:00+02:00;10;Österreich;652354;10726;639154;114;33;60048276;13549847;46498429
2021-07-15T09:30:00+02:00;1;Burgenland;18449;343;18081;1;0;2335203;238679;2096524
2021-07-15T09:30:00+02:00;2;Kärnten;40253;822;39337;16;2;2412999;321788;2091211
2021-07-15T09:30:00+02:00;3;Niederösterreich;111127;1822;108380;21;9;12099340;2031797;10067543
2021-07-15T09:30:00+02:00;4;Oberösterreich;117222;1757;115335;8;2;9386949;759649;8627300
2021-07-15T09:30:00+02:00;5;Salzburg;49233;588;48559;2;0;3681659;419082;3262577
2021-07-15T09:30:00+02:00;6;Steiermark;79720;2091;77433;4;1;8216717;780724;7435993
2021-07-15T09:30:00+02:00;7;Tirol;64010;635;63224;3;0;5277624;1001563;4276061
2021-07-15T09:30:00+02:00;8;Vorarlberg;30846;308;30482;0;0;3667742;266871;3400871
2021-07-15T09:30:00+02:00;9;Wien;141800;2361;138408;54;19;13699486;7755339;5944147
2021-07-15T09:30:00+02:00;10;Österreich;652660;10727;639239;109;33;60777719;13575492;47202227
2021-07-16T09:30:00+02:00;1;Burgenland;18451;343;18081;1;0;2345173;238833;2106340
2021-07-16T09:30:00+02:00;2;Kärnten;40268;822;39340;14;2;2413306;322095;2091211
2021-07-16T09:30:00+02:00;3;Niederösterreich;111171;1823;108403;19;9;12154232;2034859;10119373
2021-07-16T09:30:00+02:00;4;Oberösterreich;117272;1757;115343;7;2;9448210;760236;8687974
2021-07-16T09:30:00+02:00;5;Salzburg;49270;588;48558;2;0;3708698;420085;3288613
2021-07-16T09:30:00+02:00;6;Steiermark;79761;2091;77441;6;2;8272861;781603;7491258
2021-07-16T09:30:00+02:00;7;Tirol;64043;635;63236;4;1;5285321;1002424;4282897
2021-07-16T09:30:00+02:00;8;Vorarlberg;30857;308;30484;0;0;3682921;266961;3415960
2021-07-16T09:30:00+02:00;9;Wien;141908;2361;138466;52;21;13809541;7843307;5966234
2021-07-16T09:30:00+02:00;10;Österreich;653001;10728;639352;105;37;61120263;13670403;47449860
2021-07-17T09:30:00+02:00;1;Burgenland;18452;343;18083;2;0;2362550;238865;2123685
2021-07-17T09:30:00+02:00;2;Kärnten;40279;822;39346;14;2;2413435;322224;2091211
